1.887263531104994785e+00,1.655703325118600855e+00,1.521304458352864541e+00,1.671168290842761195e+00,1.763930629328074984e+00,1.786240938059287187e+00,1.582086115936091941e+00,1.541678668495558124e+00,1.509334151855963979e+00,2.270717221855301116e+00,1.568028042352057394e+00,1.325201518577786342e+00,1.467260132641575954e+00,1.189559016810304737e+00,2.018736645199847413e+00,2.453328840542425837e+00,1.808646775717440480e+00,1.706003016854977350e+00,1.975943872583825867e+00,2.103168260991029825e+00,1.734540602435870493e+00,1.702253749540708849e+00,1.885512822608127692e+00,1.750533641762440640e+00,1.415722462596748610e+00,2.147707530062989978e+00,1.831107186118225538e+00,1.463629653105599226e+00,1.566738780831047340e+00,1.631941044171552502e+00,1.589546507708798462e+00,1.689902426922606837e+00,1.831199067002966085e+00,1.622987028143700439e+00,1.668209806500014825e+00,1.571257995544616204e+00,1.369449508293704598e+00,1.494703803069263204e+00,1.508224258249835303e+00,1.963297260729098159e+00,1.754681552688784452e+00,1.866290488997684349e+00,1.685816137876777532e+00,1.683007074316742235e+00,2.100025797870581634e+00,2.143990926024164967e+00,1.419299612531983446e+00,1.756848597307430593e+00,1.666762473959711999e+00,1.444334145505977496e+00
1.630906342889967053e+00,1.411662961637579539e+00,1.165554684705781607e+00,1.427051732053166155e+00,2.063403603189490454e+00,1.069359457864931029e+00,1.426800716253614709e+00,1.437924135323877639e+00,1.188655373431453999e+00,2.292343207637667746e+00,1.066678435486871690e+00,1.458896173534460106e+00,1.556681464102925627e+00,1.119815481191608342e+00,1.751119118851367729e+00,2.100059234263103924e+00,1.434507215110381262e+00,1.391986030033422361e+00,2.172337112847547935e+00,1.710581299936115185e+00,1.724793092745692702e+00,1.349701205131459858e+00,1.661471266139246783e+00,1.385722862189768811e+00,1.495080217926963106e+00,1.504415392814139940e+00,1.391850377443454967e+00,5.997267969705689650e-01,1.608270882558807457e+00,7.693694090841602939e-01,1.329533390886497690e+00,1.215458067501255401e+00,1.360780138854426280e+00,1.615012893103625613e+00,1.470803390198498928e+00,9.656942131992943823e-01,1.220013712092139269e+00,1.135443079106747133e+00,1.426574007751781004e+00,1.513405338719491677e+00,1.132868995806442625e+00,1.621350438281732975e+00,1.322127607343744016e+00,1.144325683227666479e+00,1.731805637854363811e+00,1.559719729427515800e+00,1.205641348497113352e+00,1.152506394162074566e+00,1.465873682654197152e+00,1.354661513666891359e+00
1.365143959189389911e+00,1.399236373705908587e+00,1.051684244062027984e+00,1.065920106993091476e+00,1.493126019803661553e+00,1.636562917626607661e+00,1.092993403926496354e+00,1.925989318702821862e+00,1.022353618427374267e+00,1.485140234939387849e+00,1.339642400474771566e+00,1.171650512478820350e+00,1.203986500122959269e+00,1.550899944994472035e+00,1.696434333392234040e+00,1.621234832471079468e+00,1.007702038693985891e+00,1.220959081836355598e+00,1.986573674428598224e+00,1.740221244969119896e+00,1.353933045821593018e+00,1.395671700117476322e+00,1.253103558892779024e+00,1.165871597555788064e+00,1.623183266014584181e+00,1.652147548524514509e+00,1.160960570223311006e+00,1.464700928348686482e+00,8.866649369596419916e-01,1.483261552184183873e+00,1.542466726239522412e+00,1.070727917202550561e+00,1.277814040435498288e+00,1.464172463034829175e+00,1.187575198782065744e+00,1.277187749808067929e+00,1.424074861476937404e+00,1.404692170759771264e+00,1.206342539486711107e+00,1.342207785515771690e+00,1.410404132809927713e+00,1.175821252430290231e+00,1.295663477638176797e+00,1.508510204999402138e+00,1.209576897239894588e+00,1.725054539480832760e+00,1.022234650198202699e+00,1.624167138467102589e+00,1.195581200589041604e+00,1.047374388823662184e+00
1.430569706058897550e+00,1.255058333936661441e+00,8.426818712148167467e-01,1.102715125669134766e+00,1.577895554761595154e+00,1.386735933966239731e+00,1.015110290043278907e+00,1.632396093192956199e+00,7.901821054980093795e-01,1.740760939970616761e+00,1.139386187109575177e+00,1.161745320461950559e+00,1.165377523257614012e+00,1.330423963580602109e+00,1.630801582209793876e+00,1.735807977990251105e+00,1.051178400141661085e+00,1.131343315979693509e+00,1.848688856163472449e+00,1.667238522136155865e+00,1.398960374320403988e+00,1.281157547252764761e+00,1.286495266741089605e+00,1.162590799876343617e+00,1.504581120698866403e+00,1.456551045019614188e+00,1.129261300213701080e+00,1.105568523456004426e+00,1.117730485729587997e+00,1.158761693850326902e+00,1.279489002711236223e+00,9.946868909400358172e-01,1.153127379738565939e+00,1.414536706732923976e+00,1.118197174188353404e+00,1.089020189568969954e+00,1.286993034363163924e+00,1.215248282546322001e+00,1.089174524864815030e+00,1.295737734188328050e+00,1.169124444252817252e+00,1.218826583034092081e+00,1.147013356132221995e+00,1.276752255476034659e+00,1.334935311419021442e+00,1.649479089230216688e+00,9.033925508813567262e-01,1.258391271258295641e+00,1.143338116815838523e+00,1.063479366417509731e+00
1.336812241576141869e+00,1.268781657976018051e+00,1.090157194576782285e+00,1.090927286228395410e+00,1.339617456299479370e+00,1.601890630978326513e+00,9.481431492352949686e-01,1.751291985713932409e+00,9.542300485641528329e-01,1.670031388740186085e+00,1.406600646369499774e+00,1.200797483851586245e+00,9.887145425645040842e-01,1.493961201418751106e+00,1.707094255105248148e+00,1.745092835089371519e+00,1.166388358370940015e+00,1.392787772901393550e+00,1.741004650193645586e+00,1.871409781251220483e+00,1.293803118326893431e+00,1.433209715746552870e+00,1.172096296153345651e+00,1.214115687284134992e+00,1.532738543328962422e+00,1.511173273825814345e+00,1.247751340786912078e+00,1.436219938480300939e+00,9.958727063660335332e-01,1.472142882902660377e+00,1.292522690993024526e+00,1.073843095205266884e+00,1.372792670617021038e+00,1.390057350026360439e+00,1.062333067013417454e+00,1.314707170635881273e+00,1.488740740960333264e+00,1.378625471281254011e+00,1.154504474711838924e+00,1.467909083781039792e+00,1.483692400082579521e+00,1.010494862150287609e+00,1.212602655657114781e+00,1.505893381324045821e+00,1.382078044966837282e+00,1.732877100327684827e+00,1.007938705320089667e+00,1.575895518504806692e+00,1.240888406025590029e+00,1.130067404887075133e+00
1.401006222247237254e+00,1.288073386974205814e+00,9.742685745624729554e-01,1.178854411318860596e+00,1.363839562277853190e+00,1.486066800644046726e+00,1.014486940416369443e+00,1.602799693242578538e+00,8.874918228553628774e-01,1.826403064450494940e+00,1.354744817638558363e+00,1.090519987104664912e+00,9.036781957024435652e-01,1.293942175441732179e+00,1.701087657268603781e+00,1.980744930496090017e+00,1.231929613864433337e+00,1.352989489482567365e+00,1.738302089952485918e+00,1.864413441891188850e+00,1.462049344888070701e+00,1.487065983234121536e+00,1.392510072358348339e+00,1.239181328809951133e+00,1.399892977564228591e+00,1.509162841963241242e+00,1.285515865456675844e+00,1.283729585805730267e+00,1.049127104062141047e+00,1.307452236389369249e+00,1.209477379903097560e+00,1.015349094280293851e+00,1.352832909362764235e+00,1.302837586754197918e+00,1.140078869763760050e+00,1.282266288400258691e+00,1.386202904179204332e+00,1.314676273947468221e+00,1.118858648655636001e+00,1.494548185224136905e+00,1.425211931057601022e+00,1.128879774824073534e+00,1.125440262847967832e+00,1.437112091377541256e+00,1.527696219411624146e+00,1.714487891762408456e+00,7.870373333165260332e-01,1.334221175692383410e+00,1.250024022453527284e+00,1.128192944283940014e+00
1.616657188169304149e+00,9.002668279544842056e-01,1.348175595995658727e+00,1.553076661286385995e+00,1.652198257441221285e+00,1.384790456899697819e+00,1.276149545779375671e+00,1.278122448963016966e+00,1.179217506352681522e+00,2.236881566888318407e+00,1.241653105210106744e+00,1.363006583818525908e+00,1.318888846252961988e+00,1.206872944737061193e+00,1.758653355019730968e+00,2.133798030340658958e+00,1.521271959761262504e+00,1.412492637472395840e+00,1.795168891732302097e+00,2.190671018587097230e+00,1.490531402603088695e+00,1.275119219447115260e+00,1.562108624465337936e+00,1.476899792856346982e+00,1.045259713274277358e+00,1.730351324334986618e+00,1.643912654204121582e+00,1.225969237362534159e+00,1.411297772246626225e+00,1.329192896538903934e+00,1.065294773814795981e+00,1.429438509465408291e+00,1.643120099037707060e+00,1.435565260955431244e+00,1.395857155925795956e+00,1.253235555619625741e+00,1.557068410060167274e+00,8.074392126739333708e-01,1.284618502347458779e+00,1.434306400348060340e+00,1.354145073008179656e+00,1.679293043759778614e+00,1.485885494913681715e+00,1.394817768075273356e+00,1.793534231739357221e+00,1.653471488770688946e+00,1.310387739840453536e+00,1.394094954887882709e+00,1.422059433942951312e+00,1.348985611211704239e+00
1.724619036474470235e+00,1.856626444197226444e+00,1.457320001357227168e+00,1.534791440000050855e+00,2.299400422056904869e+00,1.603079030983095787e+00,1.749939212935911925e+00,1.677563011136486981e+00,1.641758481466421671e+00,2.408768991963321060e+00,1.167309354582212189e+00,1.606653616616401381e+00,1.924504862855195952e+00,1.262743438461412016e+00,1.780219292541560749e+00,2.289767652819343802e+00,1.601747398149241608e+00,1.648615796046394077e+00,2.479839497705975226e+00,1.418710721765538585e+00,1.935041626227874234e+00,1.695332917524417393e+00,1.938264445840814476e+00,1.584423781782281493e+00,1.727607439549776247e+00,2.034972008877870664e+00,1.700039479995082869e+00,1.410863551477904876e+00,1.796604367898411159e+00,1.473857555200187797e+00,1.835733713316584303e+00,1.544922365472502168e+00,1.477552190041745650e+00,1.743913758359839417e+00,1.708448094410979223e+00,1.401677592703610920e+00,1.193670302976087783e+00,1.478517321477457624e+00,1.680012375040438100e+00,1.782447222357115280e+00,1.409606640027293967e+00,1.972725210525009487e+00,1.539535120005478541e+00,1.470097090238894566e+00,1.925201120646748532e+00,2.026354726876553602e+00,1.594762300889459805e+00,1.698217540822382521e+00,1.633692113528247392e+00,1.422516929932765350e+00
1.246118038272147732e+00,1.258097209013158357e+00,8.759627376795787734e-01,8.842771492777572462e-01,1.472097792913435343e+00,1.521225522993106649e+00,7.704351413982165608e-01,1.753970067670298949e+00,8.441767792745590304e-01,1.575109280989571925e+00,1.260907770836111830e+00,1.138438811922306559e+00,1.127749720765458985e+00,1.467290275797893617e+00,1.585049093567653777e+00,1.566550544585351812e+00,8.805213552140394029e-01,1.162315776563082936e+00,1.803521401724594408e+00,1.667306115238075481e+00,1.147916220875182747e+00,1.253816382414320696e+00,9.739909473859300615e-01,1.000841859184556482e+00,1.580430074195884771e+00,1.473985429407691061e+00,1.159240247945901192e+00,1.384386397209685260e+00,1.011824571629284630e+00,1.402406754935424882e+00,1.316109814712106418e+00,8.844991067720077149e-01,1.089220273646806403e+00,1.309461585628362013e+00,5.663056998647748586e-01,1.169575858395747181e+00,1.325294749421842777e+00,1.285748145687376054e+00,1.069888775969593864e+00,1.258630758100916402e+00,1.248591955610070858e+00,9.512876286705738149e-01,9.783317181573923937e-01,1.386503441227342037e+00,1.196648705933321732e+00,1.608663171085466859e+00,9.877447702732652379e-01,1.432539011331634082e+00,1.007593147238198483e+00,9.204605853184325559e-01
1.574882490012011749e+00,1.585962960268283872e+00,1.129467784234864824e+00,1.159765768774356554e+00,1.832529448631027957e+00,1.678001473856719716e+00,1.287484549498608244e+00,1.756246159910776594e+00,1.263879228707598390e+00,1.935567171884117643e+00,1.190517753946688018e+00,1.263118350773134280e+00,1.507267583320011095e+00,1.303869940313210352e+00,1.757307409792693509e+00,1.968202638072594768e+00,1.228309670700238332e+00,1.334422133466608873e+00,2.180221659034413673e+00,1.402332040892740661e+00,1.507060368161294850e+00,1.453098012912322767e+00,1.417600291242914423e+00,1.337948046780864431e+00,1.637435336948377396e+00,1.886572062796557647e+00,1.410295591987453356e+00,1.429548612928242202e+00,1.342941816731194837e+00,1.517303689650513210e+00,1.604124765575170697e+00,1.201231351789193491e+00,1.297313056281874433e+00,1.598963848184426606e+00,1.225637115150724377e+00,1.225358937046795660e+00,1.110451605239846762e+00,1.360104024838346026e+00,1.362312824189992000e+00,1.504917233372622842e+00,1.367746512863363906e+00,1.532016732813861637e+00,1.237771556949573304e+00,1.430521938269109006e+00,1.542628041098752956e+00,1.913899834630817365e+00,1.264240148670784603e+00,1.642425332606474386e+00,1.357067716550594216e+00,8.988626713592042794e-01
