1.000000000000000000e+00,9.792696905471320878e-02,1.278748232084571113e-01,1.186768140896800050e-01,1.191662682342454760e-01,1.177259861342561109e-01,1.202166167603888614e-01,1.272003795715476171e-01,1.294508173609654200e-01,1.444448823893569323e-01,1.102950645618124836e-01,1.525818714980198276e-01,1.198406661917047478e-01,1.030248890394234174e-01,1.000750029747226044e-01,1.119223236104683883e-01,1.124933354073704983e-01,1.625528869113093133e-01,1.199709525758553275e-01,1.040245224355037523e-01,1.165929206457282374e-01,7.676876842066004958e-02,1.311092523840978741e-01,1.549705301403202506e-01,1.214066699231097779e-01,1.214809098284926892e-01,1.129806488881857085e-01,9.174429440843701045e-02,9.240089294953579557e-02,1.068920320068034169e-01,6.935260712365332036e-02,1.181814193675184699e-01,9.364340848858931921e-02,3.456229565587187746e-02,9.387889462619336545e-02,1.283367783616204960e-01,5.261842073067579673e-02,1.305997905894727973e-01,1.093057773090503337e-01,1.148961093731135641e-01
9.792696905471320878e-02,1.000000000000000000e+00,1.039503600010394102e-01,1.307272785646858004e-01,8.398798235312643357e-02,1.008301802235727074e-01,1.309100750794091050e-01,1.014777926802964414e-01,9.012657009429525523e-02,1.094849866161147212e-01,1.328073733363683839e-01,1.246080327328962234e-01,1.294851038533908483e-01,1.503828564908633592e-01,9.886976791391888231e-02,1.261684734268151420e-01,1.315380973868134351e-01,1.251149409485210473e-01,1.396213116169873203e-01,1.232691739911052631e-01,1.033107184804507028e-01,9.417920058513351567e-02,1.011065943853287630e-01,1.136970786236918274e-01,1.018766357488253282e-01,1.076716128125739802e-01,1.850733362000590576e-01,1.366440293410295936e-01,1.080457428950395427e-01,1.086459650524599363e-01,1.016327308505156068e-01,1.510409221788002743e-01,1.084195477413856246e-01,1.055358810797544233e-01,8.493928842928255563e-02,1.151440051191502389e-01,7.468411505015981611e-02,1.217105093753496625e-01,1.377028675355974618e-01,1.027049056159089480e-01
1.278748232084571113e-01,1.039503600010394102e-01,1.000000000000000000e+00,1.350922410292343390e-01,1.913653317643555507e-01,1.424648985576498772e-01,1.311282598063754357e-01,1.370928338561098192e-01,1.836857773144286998e-01,1.848854829863737503e-01,1.174644515700095093e-01,1.866808274488729325e-01,1.626394512994515651e-01,1.245553392835203610e-01,9.950792419344800521e-02,9.790385567338899531e-02,1.233198468177586493e-01,1.786663629593867597e-01,1.469382392988310970e-01,1.479054785660983695e-01,1.741494261338468741e-01,1.034392954601857095e-01,1.763029594869089944e-01,1.156300086825842177e-01,1.857445949912888139e-01,1.602326393415478556e-01,1.310398283501661432e-01,1.047110682031375806e-01,1.522832607881494660e-01,1.763028618907251932e-01,1.102706512591385968e-01,1.119860212118214404e-01,1.406747420027250062e-01,5.985411723088684965e-02,1.592518481273251796e-01,1.277310990623820031e-01,5.887297524510903823e-02,1.585237680883782030e-01,1.454030184622889799e-01,1.781974146842614237e-01
1.186768140896800050e-01,1.307272785646858004e-01,1.350922410292343390e-01,1.000000000000000000e+00,1.155228209195784395e-01,1.314217869069280731e-01,1.149647200184592544e-01,1.108742409546977781e-01,1.574819595155917407e-01,1.355310057136067670e-01,1.332174024726662243e-01,1.537876876070477516e-01,1.413205666775684266e-01,1.279070513295776923e-01,1.142375975305373048e-01,1.208358961234610174e-01,1.158778977012536737e-01,1.699507838193147213e-01,1.623629230700539550e-01,1.465302391274201366e-01,1.386175617309800545e-01,8.256629844620821945e-02,1.489265532100916278e-01,1.213214154378025045e-01,1.423450069038757482e-01,1.302994427161079383e-01,1.452960903363833545e-01,1.190196278938208119e-01,1.284164305554792440e-01,1.199804841460487825e-01,1.013123366337338460e-01,1.230680856639656540e-01,1.178880291149433379e-01,8.244927966473392100e-02,1.022851736583476612e-01,1.192840469145940441e-01,5.241542325415038395e-02,1.507620436996083280e-01,1.459398690225931494e-01,1.301701665156624887e-01
1.191662682342454760e-01,8.398798235312643357e-02,1.913653317643555507e-01,1.155228209195784395e-01,1.000000000000000000e+00,1.607534139225538228e-01,1.153158875306408149e-01,1.443250307823275014e-01,1.915210516076919500e-01,1.818321600718161291e-01,9.688473927139218400e-02,1.949747766489147160e-01,1.410340624709277568e-01,1.004089732145591052e-01,7.286566329180022006e-02,1.055969269701139135e-01,1.215731840549013620e-01,1.894278595323635184e-01,1.402718968465932470e-01,1.368830325954922822e-01,1.622335580282363576e-01,8.789371171538040706e-02,1.942170955362441109e-01,1.054089141056377965e-01,1.582758649961097941e-01,1.480898060524106219e-01,1.004936771296577325e-01,8.483039095688449382e-02,1.462792927288539824e-01,1.705942398901963974e-01,1.126442013370044792e-01,1.166490804921838098e-01,1.394570614267958142e-01,3.067222365596777856e-02,1.813808637483539377e-01,1.195333654363427422e-01,3.370170393497573524e-02,1.654987358944339793e-01,1.474504572753967402e-01,2.024023256653700864e-01
1.177259861342561109e-01,1.008301802235727074e-01,1.424648985576498772e-01,1.314217869069280731e-01,1.607534139225538228e-01,1.000000000000000000e+00,1.235077942781889204e-01,1.105168752247172037e-01,1.592197432222931530e-01,1.436594269171862503e-01,1.000713685128700181e-01,1.396776450230474698e-01,1.415119264428031931e-01,1.148579837849316165e-01,9.663729811789933954e-02,1.110673082576610904e-01,1.154525351243683717e-01,1.595246685160133238e-01,1.372957855247167736e-01,1.474880881505243879e-01,1.552440880062332385e-01,7.401253309440591899e-02,1.587462807932318309e-01,1.032533916454786427e-01,1.307361613752309193e-01,1.061215074559966887e-01,1.163095592605302153e-01,1.004576156903145279e-01,1.054867879269717479e-01,1.431463052000611080e-01,1.178326570393046779e-01,9.559417927518176761e-02,1.136755680307984795e-01,6.790753974758645395e-02,1.459063187001258255e-01,1.341812769631725022e-01,2.584549545980741048e-02,1.525908576713326248e-01,1.040643961115272909e-01,1.658140473041271878e-01
1.202166167603888614e-01,1.309100750794091050e-01,1.311282598063754357e-01,1.149647200184592544e-01,1.153158875306408149e-01,1.235077942781889204e-01,1.000000000000000000e+00,1.201031656956971228e-01,1.300006763885059868e-01,1.366124308252369968e-01,1.363089071360855664e-01,1.580264028196960435e-01,1.349520944166573422e-01,1.239558625635376332e-01,1.016822849929771566e-01,1.510812678112184448e-01,1.210093546572960088e-01,1.481309026506687498e-01,1.419992763887180098e-01,1.320301356202234766e-01,1.328960626467824424e-01,9.601477268160474310e-02,1.154592235550165880e-01,1.535059521116955983e-01,1.222910203028232390e-01,1.218844042538598238e-01,1.512213865476697006e-01,1.317584642564421094e-01,1.118506231845169951e-01,1.221883410931138281e-01,1.136741497971749393e-01,1.426446630128093140e-01,1.169693930304686047e-01,7.165497833664780103e-02,1.365395819282443357e-01,1.564173909590933498e-01,8.352990071760391100e-02,1.426325700512508510e-01,1.269803035471980257e-01,1.287264494453965735e-01
1.272003795715476171e-01,1.014777926802964414e-01,1.370928338561098192e-01,1.108742409546977781e-01,1.443250307823275014e-01,1.105168752247172037e-01,1.201031656956971228e-01,1.000000000000000000e+00,1.411185288943083149e-01,2.190499989824374882e-01,1.278520657068282773e-01,1.770898071776232374e-01,1.008052833967493234e-01,9.277393157511037991e-02,6.660191068409782034e-02,1.127940398773898956e-01,9.606286470668490285e-02,1.647187636981074510e-01,1.384655804339152141e-01,1.116746035215006039e-01,1.204187543138143246e-01,4.953591698531401022e-02,1.524536716021982485e-01,1.170064658781120315e-01,1.353700057166614679e-01,1.239050503112538726e-01,1.053925310265143578e-01,9.350976033978619650e-02,9.229413762256788445e-02,1.190822877455464113e-01,6.686460538281491228e-02,1.172636644619529100e-01,1.024783744093216153e-01,5.330893487562105015e-03,1.396812808899393632e-01,9.750124282808247944e-02,0.000000000000000000e+00,1.438320075389187824e-01,1.270417891544437516e-01,1.518813558216945969e-01
1.294508173609654200e-01,9.012657009429525523e-02,1.836857773144286998e-01,1.574819595155917407e-01,1.915210516076919500e-01,1.592197432222931530e-01,1.300006763885059868e-01,1.411185288943083149e-01,1.000000000000000000e+00,2.112714358579343976e-01,1.388330986468178097e-01,2.302899002341913803e-01,1.656666303414420227e-01,1.207998800852878585e-01,1.071452796113052663e-01,1.373075277386771598e-01,1.312337736018766021e-01,1.936327626635682142e-01,1.606765155555045510e-01,1.470875256940840092e-01,1.891924587211388786e-01,8.880475666429388237e-02,2.022661500949326507e-01,1.246279815052668827e-01,1.892284597890468989e-01,1.481254918180054947e-01,1.305671963786239065e-01,1.012919773324570949e-01,1.357475385329377504e-01,1.793674241806678671e-01,1.298008226954247002e-01,1.140043081043713435e-01,1.478596687661550835e-01,5.279411621560381462e-02,1.530090201449079146e-01,1.221848843442572274e-01,4.875589445333816663e-02,1.974656187297780807e-01,1.456384516232406279e-01,1.915678025798761563e-01
1.444448823893569323e-01,1.094849866161147212e-01,1.848854829863737503e-01,1.355310057136067670e-01,1.818321600718161291e-01,1.436594269171862503e-01,1.366124308252369968e-01,2.190499989824374882e-01,2.112714358579343976e-01,1.000000000000000000e+00,1.472060755594026826e-01,2.271414240090470216e-01,1.357844620626692533e-01,1.207032523531254009e-01,9.861016458055826828e-02,1.249073218985911060e-01,1.339559269197200253e-01,2.079088932202105555e-01,1.756253120403651335e-01,1.512967204149621159e-01,1.575529113675047110e-01,8.249749815814155784e-02,2.154872289994039791e-01,1.365745745536858236e-01,1.785539938575898544e-01,1.568288395756073372e-01,1.384749508292235642e-01,1.288550962784480447e-01,1.415202078225308302e-01,1.579748297149633496e-01,9.890379235828661297e-02,1.297820381662261324e-01,1.183977798032466167e-01,2.886165085965797239e-02,1.833390660332850919e-01,1.286324916193333223e-01,3.265725211384740145e-02,1.828970544166392820e-01,1.590528562955269010e-01,2.025085331285345625e-01
