2.525701611695134186e-01,-7.652582300310867280e-02,4.715219241486509616e-01,-5.683244724336278253e-01,-1.415310938803270580e-01,-6.527328254832136288e-04,-3.333853665877831163e-01,-4.856923000298385418e-01,1.212069135858506314e-01,-5.420519167856152620e-02,-1.637309283419498144e-03
2.456363057175297016e-01,4.540799071724794800e-01,1.489094952769966229e-01,1.072545878604316272e-01,-1.240495565839196401e-01,7.626454470623128534e-01,2.985073839241043081e-01,-7.438544775230955530e-02,4.608831829562536064e-02,-7.747644011628718186e-02,-3.644865279415310938e-03
2.729371963614612984e-01,-2.840993109434733488e-01,2.690758716334130662e-01,-4.007373721650041576e-01,-8.015527294723286122e-02,-7.471001195566528974e-02,5.230231232845002909e-01,5.483965521396889642e-01,-1.526804412033085645e-01,-4.673091166329133850e-02,2.655150851058354650e-03
3.511693368277229998e-01,-9.888233825970094149e-03,-2.441415322028381851e-01,3.960462469034310706e-02,-9.735652175102600669e-02,-6.679368444188688025e-02,-1.006951490591657533e-01,-4.221611748530124109e-02,-2.166400943758884923e-01,-3.072479380466000554e-01,-5.217278979437357522e-01
1.453675341624258710e-01,-4.800386984417025493e-01,4.272428220335230398e-01,6.575327725731832107e-01,-3.365325376717978600e-01,-1.652967232802256270e-02,3.747879301272092484e-02,-1.325628726299931115e-01,7.781759305830699379e-03,3.110995998186334710e-02,3.454482880336240576e-03
3.490996252732613825e-01,4.059325882751688153e-02,-1.812079561823834450e-01,6.296668624471471465e-02,-1.018118576166418821e-01,-4.921366189247455836e-02,-2.244124946170656387e-01,9.972268944458489992e-02,-1.555769138083058223e-01,-3.267538763951228775e-01,7.874980468647966303e-01
3.187122340697120526e-01,1.980779604959584939e-01,7.211901038669486785e-02,1.108329566879849015e-01,-3.588624966908871700e-02,-1.170637109464757741e-01,-3.284402245501582551e-01,4.770305594437486141e-01,6.818768486103616855e-01,5.707340251864976427e-02,-1.434551317029693629e-01
3.513897020772985824e-01,-2.082143763622973376e-02,-2.724442741460390005e-01,4.167810621536383042e-02,-9.663177762655916769e-02,-5.041834082292945274e-02,-8.025676064890684136e-02,-5.214191790455628694e-02,-2.471725120818261956e-01,-2.154995755872582686e-01,-2.686349644722957897e-01
3.459543298934818489e-01,3.819612758846505085e-02,-1.686760670045830968e-01,-3.399258108316424720e-02,-1.313145578071430175e-01,3.587273268251056635e-02,-1.258980282971264020e-01,8.047840989397193195e-03,-2.729560565654454152e-01,8.560523790343174122e-01,4.673225923219081340e-02
2.724461748102566805e-01,-2.533699284465507073e-01,1.503948521319787013e-01,1.166406000879561811e-01,8.663183494716188981e-01,2.199014043008463704e-01,-1.386926619853566245e-01,1.146408666239793518e-02,-8.295361418677202336e-02,1.258594351367768420e-02,-9.002525469353366006e-03
2.913101566796958419e-01,-1.965864921568770685e-01,-3.922413128941980576e-01,-3.094502684377279517e-02,9.294431488827917254e-02,-1.410558085898504788e-01,5.011935709517187920e-01,-4.163107465370137761e-01,5.014253117426830109e-01,6.142521086812244985e-02,1.115044989149893834e-01
1.767175700459910903e-01,5.754043374910766673e-01,3.517994650591316774e-01,1.931100733133761516e-01,1.950449405869050246e-01,-5.655503125723450042e-01,2.523769374848129909e-01,-1.573007340555807598e-01,-1.726610260948870101e-01,1.684105180602129062e-02,1.302136105531770741e-02
