-1.004591583423666001e-01,6.404945025453520624e-02,4.769047408235916885e-01,7.703813997666358881e-02,-1.731647091197463864e-02,-9.921934186834377445e-02,-1.384097522302874667e-02,8.406853917503747178e-03,-6.325032232500441172e-03,7.555966966970652536e-04,-3.872192690510980421e-03
-1.319433519289517021e+00,3.825069152547143081e-01,-8.780832591648832230e-02,-1.912127419497245961e-01,-3.346847005368685981e-03,-5.871989473897321760e-02,-9.278052820806945156e-03,8.688224601464192287e-03,-1.158178193313765501e-02,-1.659816086316386399e-02,-5.403553856742101397e-02
1.562891086359161630e+00,-1.010213823799905458e-01,4.424817265840506886e-02,-1.298491095584778099e-01,-5.426072233957744684e-02,-1.194383710695092263e-02,1.516766317622199600e-01,1.682545073073555414e-02,1.066783473638604216e-03,3.764768409569915352e-04,2.548382948548184195e-04
-1.431439366048572470e+00,-5.518812355112310275e-01,-3.949797932463724841e-03,1.376706098647917896e-02,-5.050389383545111216e-03,3.635835053442560295e-03,4.613424173773233300e-03,4.467703454756007109e-03,8.837023480200036085e-02,-3.180933001722868053e-02,-1.549646160659894599e-02
1.363214835711718642e+00,-1.784366789967329892e-01,1.124830076279039054e-01,-1.925904925730647643e-01,-7.027058000130444182e-02,3.324345891615528015e-02,-5.404555980072703325e-02,-1.077327635007882672e-01,7.067159525312148322e-04,-3.594788184546579861e-04,-7.831480486597125479e-04
-1.256071025889563986e+00,-5.768868374199678239e-01,-1.002920505092440989e-02,-1.262546354609393913e-02,-9.023553889371207018e-03,1.127846804980508350e-02,8.046519853720473896e-04,1.375738114202795272e-02,-8.214829831786801817e-02,-4.745822519863393540e-02,4.875165862508470775e-03
-1.510367464595358644e+00,-5.091846029899127490e-01,-7.255706011927198773e-02,-2.955435435873345409e-02,-4.023550535183226598e-03,-2.411267032983765990e-02,2.180449611864239932e-03,-9.840220299397002199e-04,-1.632477048845994150e-02,7.838076952628772465e-02,-1.281332768623362484e-02
1.534962282060089001e+00,-1.331001190814777579e-01,2.563741992987182694e-02,-1.406329538168571147e-01,-5.767132890857253058e-02,1.883873912020705629e-02,-7.193926006827099096e-02,1.199455674729071608e-01,8.607558139073859596e-03,6.381265969057729574e-03,5.937171595178220712e-03
-1.605504492334751898e+00,4.367494193776691458e-01,1.626720347130155009e-01,-7.428120863625353384e-03,-1.512144044586927237e-03,1.294646987655861670e-01,1.812686440356410522e-02,1.666193068240502673e-02,-6.873739357746105547e-03,8.962410639219854647e-03,-1.062227538879032852e-02
1.429004929489195552e+00,-1.457117339068820794e-01,6.494272710936609128e-02,-1.116357364057778689e-01,2.110320696683667119e-01,2.896114439507799492e-03,-1.452602923716316864e-03,2.140451357830496382e-03,-1.282642133414148289e-03,-2.324590555114607081e-04,-3.986122025991034774e-03
2.003359761943574568e+00,1.531047509576103915e-01,-2.525582029634933501e-01,1.350117842161151493e-01,-2.653891943523823543e-02,-3.326097130400745838e-02,-1.546384909749426786e-02,-6.878385645401678163e-03,-1.031873226512580906e-02,-5.035671472946015928e-03,-1.657365700925287136e-02
-1.822249349401078744e+00,3.097192896956922348e-01,-1.189185124969311391e-01,-1.498864341671356792e-01,6.860717658358389190e-03,-6.052466095579828870e-02,-3.555762839030160091e-03,-4.622826411937870118e-03,1.187235929068052205e-02,-3.474695388410986834e-03,5.141764331123448856e-02
